TYPE,HSP90,HSP90 Systematic Name,Gene,Systemic Name,Source,Reference
Physical,HSP82,YPL240C,GLN1,YPR035W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GLN4,YOR168W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GND1,YHR183W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,GND1,YHR183W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,GND1,YHR183W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GPD1,YDL022W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GPD2,YOL059W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,GPH1,YPR160W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GPM1,YKL152C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GPP1,YIL053W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GPX2,YBR244W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GRE2,YOL151W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GRS1,YBR121C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GRX1,YCL035C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,GRX2,YDR513W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GRX3,YDR098C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GRX4,YER174C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GRX5,YPL059W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,GSF2,YML048W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GTS1,YGL181W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,GTS1,YGL181W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,GTS1,YGL181W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,GTT1,YIR038C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,GUA1,YMR217W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,GUA1,YMR217W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GUS1,YGL245W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GVP36,YIL041W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,GWT1,YJL091C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,GYL1,YMR192W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,GYP1,YOR070C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,HAM1,YJR069C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HAP1,YLR256W,BioGRID,"Lee HC, et al. (2003) PMID:12897155"
Physical,HSP82,YPL240C,HAP1,YLR256W,BioGRID,"Lee HC, et al. (2002) PMID:11751848"
Physical,HSP82,YPL240C,HAP1,YLR256W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HAT2,YEL056W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HBT1,YDL223C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,HBT1,YDL223C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,HBT1,YDL223C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,HCH1,YNL281W,BioGRID,"Panaretou B, et al. (2002) PMID:12504007"
Physical,HSP82,YPL240C,HCH1,YNL281W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HCH1,YNL281W,BioGRID,"Millson SH, et al. (2004) PMID:15633294"
Physical,HSP82,YPL240C,HCH1,YNL281W,BioGRID,"Armstrong H, et al. (2012) PMID:23166640"
Physical,HSP82,YPL240C,HCH1,YNL281W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HCH1,YNL281W,BioGRID,"Biebl MM, et al. (2020) PMID:32846121"
Physical,HSP82,YPL240C,HCM1,YCR065W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HEM15,YOR176W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HEM2,YGL040C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HER1,YOR227W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HFD1,YMR110C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HHF1,YBR009C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HIS1,YER055C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HIS4,YCL030C,BioGRID,"O'Connell JD, et al. (2014) PMID:24488121"
Physical,HSP82,YPL240C,HIS5,YIL116W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HIT1,YJR055W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,HIT1,YJR055W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,HLR1,YDR528W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HNM1,YGL077C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HNT1,YDL125C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HOG1,YLR113W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HOG1,YLR113W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HOM2,YDR158W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HOM3,YER052C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HOM6,YJR139C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HRB1,YNL004W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,HRB1,YNL004W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,HRD1,YOL013C,BioGRID,"Krogan NJ, et al. (2006) PMID:16554755"
Physical,HSP82,YPL240C,HRK1,YOR267C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,HRP1,YOL123W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,HRP1,YOL123W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,HRR25,YPL204W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,HSC82,YMR186W,BioGRID,"Krogan NJ, et al. (2006) PMID:16554755"
Physical,HSP82,YPL240C,HSC82,YMR186W,BioGRID,"Gong Y, et al. (2009) PMID:19536198"
Physical,HSP82,YPL240C,HSC82,YMR186W,BioGRID,"Gong Y, et al. (2009) PMID:19536198"
Physical,HSP82,YPL240C,HSC82,YMR186W,BioGRID,"O'Connell JD, et al. (2014) PMID:24488121"
Physical,HSP82,YPL240C,HSC82,YMR186W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HSP10,YOR020C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HSP104,YLL026W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HSP12,YFL014W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HSP26,YBR072W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HSP31,YDR533C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HSP31,YDR533C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HSP42,YDR171W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HSP42,YDR171W,BioGRID,"O'Connell JD, et al. (2014) PMID:24488121"
Physical,HSP82,YPL240C,HSP60,YLR259C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HSP78,YDR258C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Marsh JA, et al. (1998) PMID:9819422"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,Mariño-Ramírez L and Hu JC (2002) PMID:11967834
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,Wayne N and Bolon DN (2007) PMID:17908693
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Prodromou C, et al. (1997) PMID:9187656"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Meyer P, et al. (2003) PMID:12667448"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Wayne N, et al. (2010) PMID:19906642"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Vaughan CK, et al. (2009) PMID:19032597"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Retzlaff M, et al. (2009) PMID:19696785"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Mollapour M, et al. (2014) PMID:24462205"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Dutton BL, et al. (2014) PMID:24435512"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Daturpalli S, et al. (2017) PMID:28363677"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Wolmarans A, et al. (2016) PMID:27615124"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,"Zhou D, et al. (2019) PMID:29557065"
Physical,HSP82,YPL240C,HSP82,YPL240C,BioGRID,Reidy M and Masison DC (2020) PMID:32565117
Physical,HSP82,YPL240C,HTB1,YDR224C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HTS1,YPR033C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HTS1,YPR033C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HTZ1,YOL012C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HXK1,YFR053C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HXK2,YGL253W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,HXT1,YHR094C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HXT10,YFL011W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,HXT10,YFL011W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HXT17,YNR072W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HXT5,YHR096C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,HYP2,YEL034W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,HYP2,YEL034W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,HYP2,YEL034W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,HYR1,YIR037W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,IDH1,YNL037C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,IDH2,YOR136W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,IDS2,YJL146W,BioGRID,"Chen YC, et al. (2018) PMID:30516470"
Physical,HSP82,YPL240C,IES1,YFL013C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,IKI3,YLR384C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,ILS1,YBL076C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,ILV1,YER086W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,ILV2,YMR108W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,ILV2,YMR108W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,ILV3,YJR016C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,ILV5,YLR355C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,ILV6,YCL009C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,ILV6,YCL009C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,ILV6,YCL009C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,IML1,YJR138W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,IML2,YJL082W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,INP54,YOL065C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,IPP1,YBR011C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,IPP1,YBR011C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,IRA1,YBR140C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,IRC24,YIR036C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,IST2,YBR086C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,IST2,YBR086C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,IST2,YBR086C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,IXR1,YKL032C,BioGRID,"Barreiro-Alonso A, et al. (2018) PMID:29438513"
Physical,HSP82,YPL240C,IZH4,YOL101C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,JLP1,YLL057C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,KAP104,YBR017C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,KAP123,YER110C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,KAP95,YLR347C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,KAR2,YJL034W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,KCC4,YCL024W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,KCS1,YDR017C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,KES1,YPL145C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,KGD1,YIL125W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,KRI1,YNL308C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,KRI1,YNL308C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,KRS1,YDR037W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,KRS1,YDR037W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,KSP1,YHR082C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,KSS1,YGR040W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,KTR1,YOR099W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,KTR4,YBR199W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,LAF1,YMR102C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,LAM4,YHR080C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,LAS17,YOR181W,BioGRID,"Michelot A, et al. (2010) PMID:21035341"
Physical,HSP82,YPL240C,LEU1,YGL009C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,LEU1,YGL009C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,LEU2,YCL018W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,LEU4,YNL104C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,LEU4,YNL104C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,LEU4,YNL104C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,LGE1,YPL055C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,LMO1,YLL007C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,LSB3,YFR024C-A,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,LSM12,YHR121W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,LSM12,YHR121W,BioGRID,"Krogan NJ, et al. (2006) PMID:16554755"
Physical,HSP82,YPL240C,LSM12,YHR121W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,LTP1,YPR073C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,LYP1,YNL268W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,LYS12,YIL094C,BioGRID,"Gavin AC, et al. (2006) PMID:16429126"
Physical,HSP82,YPL240C,LYS12,YIL094C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,LYS20,YDL182W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,LYS20,YDL182W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,LYS21,YDL131W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,LYS21,YDL131W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,LYS5,YGL154C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MAL11,YGR289C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,MBF1,YOR298C-A,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MCA1,YOR197W,BioGRID,"Lee RE, et al. (2010) PMID:20624963"
Physical,HSP82,YPL240C,MCK1,YNL307C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MCK1,YNL307C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MCM7,YBR202W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MDH1,YKL085W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MDH2,YOL126C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MDH3,YDL078C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,MDJ1,YFL016C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MED7,YOL135C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MEF1,YLR069C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MES1,YGR264C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MET14,YKL001C,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,MET17,YLR303W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MET17,YLR303W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MET17,YLR303W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MET17,YLR303W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MET3,YJR010W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MET6,YER091C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MET6,YER091C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MHP1,YJL042W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MIG1,YGL035C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MIG3,YER028C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MIR1,YJR077C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MIS1,YBR084W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MLS1,YNL117W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MNT3,YIL014W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,MOG1,YJR074W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,MOG1,YJR074W,BioGRID,"Oliete-Calvo P, et al. (2018) PMID:30249596"
Physical,HSP82,YPL240C,MON1,YGL124C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MOT2,YER068W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MOT2,YER068W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MOT3,YMR070W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MOT3,YMR070W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MOT3,YMR070W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MOT3,YMR070W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MPD2,YOL088C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MPH2,YDL247W,BioGRID,"Millson SH, et al. (2005) PMID:15879519"
Physical,HSP82,YPL240C,MPM1,YJL066C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MPP10,YJR002W,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MPP10,YJR002W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MPP10,YJR002W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MPS1,YDL028C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MPS1,YDL028C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MRD1,YPR112C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MRI1,YPR118W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MRM1,YOR201C,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MRPL32,YCR003W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MRPL32,YCR003W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MRPL32,YCR003W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MRPL50,YNR022C,BioGRID,"Zhao R, et al. (2005) PMID:15766533"
Physical,HSP82,YPL240C,MRPS18,YNL306W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MRPS5,YBR251W,BioGRID,"Krogan NJ, et al. (2006) PMID:16554755"
Physical,HSP82,YPL240C,MRS6,YOR370C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MSB1,YOR188W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MSB1,YOR188W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MSB1,YOR188W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MSC3,YLR219W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MSC3,YLR219W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MSN2,YMR037C,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MSN2,YMR037C,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MSN4,YKL062W,BioGRID,"Truman AW, et al. (2015) PMID:26217697"
Physical,HSP82,YPL240C,MSN4,YKL062W,BioGRID,"Woodford MR, et al. (2016) PMID:26804907"
Physical,HSP82,YPL240C,MSN4,YKL062W,BioGRID,"Truman AW, et al. (2015) PMID:25452130"
Physical,HSP82,YPL240C,MTC1,YJL123C,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
Physical,HSP82,YPL240C,MTD1,YKR080W,BioGRID,"Girstmair H, et al. (2019) PMID:31399574"
